ID,IP,Time,Virus Total Bool,Abuse IPDB Bool,Apility Bool,MyIp Bool,,,,,
1196,92.42.45.147,38:24.0,FALSE,FALSE,TRUE,,,,,,
1197,92.86.54.7,39:17.8,,FALSE,FALSE,,,,,,
1198,93.100.228.17,40:11.7,,TRUE,TRUE,,,,,,
1199,93.115.86.9,41:05.3,FALSE,TRUE,TRUE,,,,,,
1200,93.125.99.77,42:00.1,FALSE,TRUE,TRUE,,,,,,
1201,93.126.98.242,42:53.8,FALSE,FALSE,TRUE,,,,,,
1202,93.179.68.150,43:47.4,TRUE,FALSE,FALSE,,,,,,
1203,93.179.70.178,44:41.3,FALSE,TRUE,TRUE,,,,,,
1204,93.188.39.163,45:35.6,FALSE,FALSE,TRUE,,,,,,
1205,93.47.217.194,46:29.3,FALSE,FALSE,FALSE,,,,,,
1206,93.77.115.71,47:23.2,FALSE,FALSE,TRUE,,,,,,
1207,93.77.75.246,48:17.0,FALSE,FALSE,TRUE,,,,,,
1208,93.87.11.106,49:11.3,FALSE,FALSE,FALSE,,,,,,
1209,94.16.123.176,50:07.0,FALSE,FALSE,TRUE,,,,,,
1210,94.179.4.94,51:01.6,,FALSE,TRUE,,,,,,
1211,94.183.175.239,51:55.6,FALSE,FALSE,FALSE,,,,,,
1212,94.230.112.214,52:51.1,,TRUE,FALSE,,,,,,
1213,94.242.62.105,53:44.9,FALSE,FALSE,TRUE,,,,,,
1214,94.41.135.234,54:39.0,FALSE,FALSE,TRUE,,,,,,
1215,94.41.182.10,55:32.8,,FALSE,TRUE,,,,,,
1216,94.76.97.80,56:28.4,FALSE,TRUE,FALSE,,,,,,
1217,94.97.89.215,57:22.7,FALSE,FALSE,FALSE,,,,,,
1218,95.0.176.198,58:18.0,,TRUE,TRUE,,,,,,
1219,95.105.101.139,59:11.9,,FALSE,TRUE,,,,,,
1220,95.161.221.139,00:07.0,FALSE,FALSE,FALSE,,,,,,
1221,95.161.222.100,01:01.9,FALSE,TRUE,TRUE,,,,,,
1222,95.181.179.62,01:55.9,FALSE,FALSE,FALSE,,,,,,
1223,95.181.179.64,02:50.5,FALSE,FALSE,FALSE,,,,,,
1224,95.181.218.11,03:44.9,FALSE,FALSE,TRUE,,,,,,
1225,95.213.237.159,04:38.7,FALSE,FALSE,FALSE,,,,,,
1226,95.247.234.39,05:32.9,,FALSE,TRUE,,,,,,
1227,95.25.110.33,06:27.6,FALSE,FALSE,TRUE,,,,,,
1228,95.25.147.17,07:21.6,,FALSE,TRUE,,,,,,
1229,95.25.147.67,08:15.9,FALSE,FALSE,TRUE,,,,,,
1230,95.25.153.89,09:10.7,,FALSE,TRUE,,,,,,
1231,95.25.154.24,10:04.9,FALSE,FALSE,TRUE,,,,,,
1232,95.25.189.34,10:59.0,FALSE,FALSE,FALSE,,,,,,
1233,95.25.72.108,11:53.2,FALSE,FALSE,TRUE,,,,,,
1234,95.25.72.81,12:47.0,FALSE,FALSE,TRUE,,,,,,
1235,95.25.74.163,13:41.5,,FALSE,TRUE,,,,,,
1236,95.25.74.196,14:37.4,FALSE,FALSE,TRUE,,,,,,
1237,95.25.74.205,15:32.3,FALSE,FALSE,TRUE,,,,,,
1238,95.25.74.243,16:26.2,FALSE,FALSE,TRUE,,,,,,
1239,95.25.76.224,17:20.2,,FALSE,TRUE,,,,,,
1240,95.25.78.28,18:19.0,FALSE,FALSE,TRUE,,,,,,
1241,95.25.78.67,19:12.7,FALSE,FALSE,TRUE,,,,,,
1242,95.25.78.83,20:07.0,,FALSE,TRUE,,,,,,
1243,95.25.78.91,21:01.2,FALSE,FALSE,TRUE,,,,,,
1244,95.25.79.131,22:01.7,,FALSE,TRUE,,,,,,
1245,95.25.79.204,22:55.7,,FALSE,TRUE,,,,,,
1246,95.25.79.252,23:49.6,,FALSE,TRUE,,,,,,
1247,95.28.97.4,24:43.3,,FALSE,TRUE,,,,,,
1248,95.37.251.75,25:38.9,FALSE,FALSE,TRUE,,,,,,
1249,95.37.96.179,26:32.7,FALSE,FALSE,TRUE,,,,,,
1250,95.53.12.56,27:26.5,,FALSE,FALSE,,,,,,
1251,95.53.246.94,28:20.9,FALSE,TRUE,TRUE,,,,,,
1252,95.65.45.111,29:14.6,FALSE,FALSE,TRUE,,,,,,
1253,95.67.143.56,30:08.6,FALSE,FALSE,TRUE,,,,,,
1254,95.67.206.7,31:08.0,,FALSE,TRUE,,,,,,
1255,95.73.4.240,32:04.9,,FALSE,TRUE,,,,,,
1256,95.73.64.44,32:58.8,,FALSE,TRUE,,,,,,
1257,95.76.55.174,33:52.6,FALSE,FALSE,FALSE,,,,,,
1258,95.79.30.13,34:46.5,,FALSE,TRUE,,,,,,
1259,95.85.81.141,35:40.0,FALSE,FALSE,TRUE,,,,,,
1260,95.85.81.166,36:34.0,,FALSE,TRUE,,,,,,
1261,95.85.81.177,37:27.5,FALSE,FALSE,TRUE,,,,,,
1262,95.85.81.58,38:21.0,,FALSE,TRUE,,,,,,
1263,204.85.191.30,39:15.3,TRUE,TRUE,TRUE,,,,,,
1264,212.21.66.6,40:10.4,TRUE,TRUE,TRUE,,,,,,
1265,185.111.183.4,41:05.1,FALSE,FALSE,TRUE,,,,,,
1266,185.220.101.7,41:59.8,FALSE,TRUE,,,,,,,
1267,185.220.101.12,42:53.2,FALSE,TRUE,,,,,,,
1268,62.102.148.67,43:47.6,TRUE,TRUE,,,,,,,
1269,162.247.74.201,44:43.4,FALSE,TRUE,,,,,,,
1270,51.15.49.134,45:37.1,FALSE,TRUE,,,,,,,
1271,195.176.3.23,46:31.6,FALSE,TRUE,,,,,,,
1272,192.160.102.170,47:25.7,TRUE,TRUE,,,,,,,
1273,37.49.224.183,48:20.7,,TRUE,,,,,,,
1274,185.220.101.46,49:14.5,TRUE,TRUE,,,,,,,
1275,162.220.162.10,50:10.0,FALSE,TRUE,,,,,,,
1276,96.66.15.147,51:04.0,FALSE,TRUE,,,,,,,
1277,185.220.102.7,51:57.5,FALSE,TRUE,,,,,,,
1278,82.57.200.125,52:51.2,FALSE,TRUE,,,,,,,
1279,185.100.86.182,53:45.0,FALSE,TRUE,,,,,,,
1280,185.65.205.10,54:38.6,FALSE,TRUE,,,,,,,
1281,103.240.250.194,55:32.4,FALSE,TRUE,,,,,,,
1282,185.220.102.6,56:26.7,FALSE,TRUE,,,,,,,
1283,162.247.74.27,57:21.0,FALSE,TRUE,,,,,,,
1284,95.181.178.182,58:15.7,TRUE,TRUE,,,,,,,
1285,93.115.86.4,59:10.4,TRUE,TRUE,,,,,,,
1286,164.132.51.91,00:05.6,FALSE,TRUE,,,,,,,
1287,185.220.101.22,01:00.2,TRUE,TRUE,,,,,,,
1288,5.196.1.129,01:54.6,FALSE,TRUE,,,,,,,
1289,192.42.116.24,02:48.5,FALSE,TRUE,,,,,,,
1290,85.93.218.204,03:42.9,TRUE,TRUE,,,,,,,
1291,84.201.254.47,04:36.7,FALSE,TRUE,,,,,,,
1292,91.187.115.44,05:30.9,FALSE,TRUE,,,,,,,
1293,95.165.133.22,06:24.9,FALSE,TRUE,,,,,,,
1294,149.202.170.60,07:19.6,FALSE,TRUE,,,,,,,
1295,64.113.32.29,08:13.5,TRUE,TRUE,,,,,,,
1296,185.220.101.3,09:07.4,FALSE,TRUE,,,,,,,
1297,178.175.131.194,10:01.2,FALSE,TRUE,,,,,,,
1298,51.15.82.2,10:54.8,FALSE,TRUE,,,,,,,
1299,79.97.218.93,11:48.5,FALSE,TRUE,,,,,,,
1300,204.152.95.131,12:42.9,FALSE,FALSE,,,,,,,
1301,200.66.84.158,13:36.7,FALSE,TRUE,,,,,,,
1302,171.25.193.77,14:30.3,TRUE,TRUE,,,,,,,
1303,185.220.101.0,15:24.1,TRUE,TRUE,,,,,,,
1304,84.53.192.243,16:18.7,FALSE,TRUE,,,,,,,
1305,198.96.155.3,17:12.7,TRUE,TRUE,,,,,,,
1306,153.149.230.37,18:06.6,FALSE,TRUE,,,,,,,
1307,77.247.181.163,19:01.2,FALSE,TRUE,,,,,,,
1308,105.66.10.9,19:54.8,FALSE,TRUE,,,,,,,
1309,217.170.197.89,20:48.9,TRUE,TRUE,,,,,,,
1310,80.67.172.162,21:43.0,FALSE,TRUE,,,,,,,
1311,192.42.116.18,22:39.5,FALSE,TRUE,,,,,,,
1312,177.136.40.102,23:33.6,FALSE,TRUE,,,,,,,
1313,216.218.222.14,24:27.5,FALSE,TRUE,,,,,,,
1314,185.31.172.234,25:21.9,TRUE,TRUE,,,,,,,
1315,163.172.67.180,26:18.4,FALSE,TRUE,,,,,,,
1316,200.7.243.178,27:12.3,FALSE,TRUE,,,,,,,
1317,115.78.117.95,28:07.3,FALSE,TRUE,,,,,,,
1318,54.149.191.236,29:00.9,FALSE,TRUE,,,,,,,
1319,191.36.224.253,29:55.8,FALSE,TRUE,,,,,,,
1320,61.143.203.70,30:49.5,FALSE,TRUE,,,,,,,
1321,5.187.21.43,31:43.7,FALSE,TRUE,,,,,,,
1322,103.205.15.14,32:37.9,FALSE,FALSE,,,,,,,
1323,103.8.195.34,33:35.1,FALSE,TRUE,,,,,,,
1324,200.35.84.235,34:29.2,FALSE,TRUE,,,,,,,
1325,212.27.42.3,35:22.8,FALSE,TRUE,,,,,,,
1326,91.250.241.241,36:17.0,TRUE,TRUE,,,,,,,
1327,14.161.33.130,37:15.4,FALSE,FALSE,,,,,,,
1328,185.100.87.207,38:09.4,FALSE,TRUE,,,,,,,
1329,153.149.236.40,39:11.0,FALSE,TRUE,,,,,,,
1330,197.254.114.2,40:06.3,FALSE,TRUE,,,,,,,
1331,93.115.86.8,41:00.7,FALSE,TRUE,,,,,,,
1332,138.0.90.131,41:55.1,FALSE,FALSE,,,,,,,
1333,37.139.117.3,42:49.1,FALSE,TRUE,,,,,,,
1334,87.118.122.51,43:42.9,FALSE,TRUE,,,,,,,
1335,186.148.165.25,44:37.0,FALSE,TRUE,,,,,,,
1336,186.121.250.102,45:30.6,FALSE,FALSE,,,,,,,
1337,87.118.115.176,46:25.6,TRUE,TRUE,,,,,,,
1338,185.220.100.253,47:19.2,TRUE,TRUE,,,,,,,
1339,23.129.64.101,48:13.1,FALSE,TRUE,,,,,,,
1340,202.9.109.179,49:07.8,FALSE,FALSE,,,,,,,
1341,185.220.101.34,50:01.9,TRUE,TRUE,,,,,,,
1342,65.19.167.131,50:56.0,FALSE,TRUE,,,,,,,
1343,89.234.157.254,51:49.8,TRUE,TRUE,,,,,,,
1344,199.195.250.77,52:43.5,FALSE,TRUE,,,,,,,
1345,167.99.42.89,53:37.2,FALSE,TRUE,,,,,,,
1346,173.14.173.227,54:31.4,TRUE,TRUE,,,,,,,
1347,65.19.167.132,55:27.7,TRUE,TRUE,,,,,,,
1348,209.126.101.29,56:21.7,FALSE,TRUE,,,,,,,
1349,93.115.86.9,57:16.2,FALSE,TRUE,,,,,,,
1350,153.149.236.30,58:10.0,FALSE,TRUE,,,,,,,
1351,178.63.97.34,59:09.8,FALSE,TRUE,,,,,,,
1352,178.17.170.164,00:05.4,FALSE,TRUE,,,,,,,
1353,171.25.193.20,00:59.8,FALSE,TRUE,,,,,,,
1354,178.17.174.196,01:54.8,FALSE,TRUE,,,,,,,
1355,103.255.6.117,02:52.4,FALSE,TRUE,,,,,,,
1356,35.0.127.52,03:46.8,TRUE,TRUE,,,,,,,
1357,149.202.238.204,04:43.3,FALSE,TRUE,,,,,,,
1358,193.171.202.150,05:37.5,TRUE,TRUE,,,,,,,
1359,144.217.60.239,06:32.9,TRUE,TRUE,,,,,,,
1360,114.237.154.141,07:27.0,,TRUE,,,,,,,
1361,94.142.242.84,08:21.1,TRUE,TRUE,,,,,,,
1362,171.25.193.78,09:15.1,TRUE,TRUE,,,,,,,
1363,79.137.68.85,10:15.1,TRUE,TRUE,,,,,,,
1364,185.129.62.63,11:09.3,TRUE,TRUE,,,,,,,
1365,87.118.92.43,12:03.5,FALSE,TRUE,,,,,,,
1366,185.220.101.30,12:57.3,TRUE,TRUE,,,,,,,
1367,210.57.215.142,13:56.4,FALSE,TRUE,,,,,,,
1368,103.88.232.78,14:50.5,FALSE,TRUE,,,,,,,
1369,51.15.34.214,15:44.5,FALSE,TRUE,,,,,,,
1370,216.218.222.12,16:39.2,TRUE,TRUE,,,,,,,
1371,137.74.169.241,17:37.3,FALSE,TRUE,,,,,,,
1372,51.15.72.211,18:30.9,FALSE,TRUE,,,,,,,
1373,185.220.100.252,19:26.0,TRUE,TRUE,,,,,,,
1374,204.17.56.42,20:20.7,TRUE,TRUE,,,,,,,
1375,37.187.129.166,21:18.7,TRUE,TRUE,,,,,,,
1376,188.165.235.21,22:13.8,FALSE,TRUE,,,,,,,
1377,171.25.193.25,23:07.7,TRUE,TRUE,,,,,,,
1378,195.254.134.194,24:01.3,FALSE,TRUE,,,,,,,
1379,185.220.101.21,24:55.9,TRUE,TRUE,,,,,,,
1380,179.43.146.230,25:50.3,FALSE,TRUE,,,,,,,
1381,78.107.237.16,26:45.6,FALSE,TRUE,,,,,,,
1382,109.195.85.122,27:39.9,FALSE,FALSE,,,,,,,
1383,217.170.197.83,28:34.7,TRUE,TRUE,,,,,,,
1384,84.19.181.25,29:28.3,FALSE,TRUE,,,,,,,
1385,185.107.47.215,30:23.2,FALSE,TRUE,,,,,,,
1386,153.149.236.27,31:18.7,FALSE,TRUE,,,,,,,
1387,46.165.230.5,32:12.7,FALSE,TRUE,,,,,,,
1388,89.144.12.17,33:06.6,FALSE,TRUE,,,,,,,
1389,197.231.221.211,34:00.5,TRUE,TRUE,,,,,,,
1390,171.25.193.235,34:54.7,TRUE,TRUE,,,,,,,
1391,85.248.227.164,35:53.1,FALSE,TRUE,,,,,,,
1392,89.31.57.5,36:46.8,FALSE,TRUE,,,,,,,
1393,94.102.51.78,37:40.3,FALSE,TRUE,,,,,,,
1394,103.71.40.30,38:34.6,FALSE,TRUE,,,,,,,
1395,185.220.101.15,39:31.3,TRUE,TRUE,,,,,,,
1396,185.100.87.206,40:25.9,FALSE,TRUE,,,,,,,
1397,117.92.165.88,41:20.1,,FALSE,,,,,,,
1398,54.36.222.37,42:14.8,FALSE,TRUE,,,,,,,
1399,176.31.208.193,43:11.1,FALSE,TRUE,,,,,,,
1400,162.247.74.202,44:06.0,FALSE,TRUE,,,,,,,
1401,184.105.220.24,44:59.9,TRUE,TRUE,,,,,,,
1402,109.69.67.17,45:53.9,FALSE,TRUE,,,,,,,
1403,37.139.8.104,46:50.0,FALSE,TRUE,,,,,,,
1404,185.220.101.9,47:44.7,FALSE,TRUE,,,,,,,
1405,185.220.101.45,48:38.9,FALSE,TRUE,,,,,,,
1406,176.10.104.240,49:33.5,TRUE,TRUE,,,,,,,
1407,153.149.230.41,50:28.0,FALSE,TRUE,,,,,,,
1408,185.220.101.20,51:21.5,FALSE,TRUE,,,,,,,
1409,69.171.232.133,52:15.2,FALSE,TRUE,,,,,,,
1410,176.31.45.3,53:09.0,FALSE,TRUE,,,,,,,
1411,186.24.34.10,54:08.1,FALSE,FALSE,,,,,,,
1412,51.15.37.97,55:03.5,FALSE,TRUE,,,,,,,
1413,163.172.132.199,55:57.8,FALSE,TRUE,,,,,,,
1414,178.32.147.150,56:51.6,FALSE,TRUE,,,,,,,
1415,77.247.181.165,57:47.9,FALSE,TRUE,,,,,,,
1416,31.31.74.131,58:41.7,FALSE,TRUE,,,,,,,
1417,185.220.102.8,59:36.1,FALSE,TRUE,,,,,,,
1418,185.220.101.13,00:29.8,TRUE,TRUE,,,,,,,
1419,207.244.70.35,01:26.0,FALSE,TRUE,,,,,,,
1420,176.10.99.200,02:19.6,FALSE,TRUE,,,,,,,
1421,54.149.191.238,03:13.2,FALSE,TRUE,,,,,,,
1422,212.15.24.2,04:07.0,FALSE,TRUE,,,,,,,
1423,190.255.52.244,05:04.4,FALSE,FALSE,,,,,,,
1424,105.66.10.10,05:59.4,FALSE,TRUE,,,,,,,
1425,109.121.162.15,06:54.0,FALSE,FALSE,,,,,,,
1426,195.176.3.20,07:47.9,FALSE,TRUE,,,,,,,
1427,118.200.151.91,08:42.7,FALSE,TRUE,,,,,,,
1428,91.140.148.2,09:36.4,FALSE,TRUE,,,,,,,
1429,185.117.215.9,10:30.0,FALSE,TRUE,,,,,,,
1430,94.230.208.147,11:23.8,FALSE,TRUE,,,,,,,
1431,198.98.61.36,12:20.4,FALSE,TRUE,,,,,,,
1432,51.15.233.253,13:14.3,FALSE,TRUE,,,,,,,
1433,85.248.227.165,14:08.5,FALSE,TRUE,,,,,,,
1434,87.118.116.12,15:03.5,FALSE,TRUE,,,,,,,
1435,185.220.102.4,15:58.6,FALSE,TRUE,,,,,,,
1436,158.69.201.47,16:52.7,TRUE,TRUE,,,,,,,
1437,51.15.53.83,17:47.0,TRUE,TRUE,,,,,,,
1438,93.174.93.133,18:41.6,TRUE,TRUE,,,,,,,
1439,153.149.236.25,19:37.9,FALSE,TRUE,,,,,,,
1440,178.175.135.100,20:31.8,FALSE,TRUE,,,,,,,
1441,14.161.46.129,21:25.9,FALSE,FALSE,,,,,,,
1442,65.19.167.130,22:20.2,FALSE,TRUE,,,,,,,
1443,78.187.200.29,23:17.7,FALSE,TRUE,,,,,,,
1444,80.127.116.96,24:11.3,FALSE,TRUE,,,,,,,
1445,185.220.101.28,25:06.6,TRUE,TRUE,,,,,,,
1446,185.104.120.4,26:00.3,TRUE,TRUE,,,,,,,
1447,185.220.101.32,26:57.5,FALSE,TRUE,,,,,,,
1448,89.187.143.31,27:51.6,FALSE,TRUE,,,,,,,
1449,195.176.3.19,28:46.0,FALSE,TRUE,,,,,,,
1450,193.107.85.56,29:39.7,FALSE,TRUE,,,,,,,
1451,177.87.201.4,30:37.9,FALSE,TRUE,,,,,,,
1452,185.165.168.229,31:32.1,TRUE,TRUE,,,,,,,
1453,178.20.55.18,32:25.7,FALSE,TRUE,,,,,,,
1454,51.15.57.167,33:19.5,FALSE,TRUE,,,,,,,
1455,212.0.113.140,34:19.3,FALSE,FALSE,,,,,,,
1456,51.15.205.214,35:13.2,FALSE,TRUE,,,,,,,
1457,192.42.116.16,36:07.4,TRUE,TRUE,,,,,,,
1458,210.227.65.226,37:02.0,FALSE,FALSE,,,,,,,
1459,163.172.151.47,37:57.0,FALSE,TRUE,,,,,,,
1460,199.249.223.71,38:50.8,TRUE,TRUE,,,,,,,
1461,185.107.47.171,39:44.9,FALSE,TRUE,,,,,,,
1462,5.196.66.162,40:38.7,FALSE,TRUE,,,,,,,
1463,95.128.43.164,41:35.8,FALSE,TRUE,,,,,,,
1464,58.82.158.66,42:29.6,FALSE,TRUE,,,,,,,
1465,185.220.101.6,43:23.5,TRUE,TRUE,,,,,,,
1466,154.121.6.139,44:17.3,FALSE,FALSE,,,,,,,
1467,54.149.191.242,45:15.0,FALSE,TRUE,,,,,,,
1468,62.210.129.246,46:10.0,FALSE,TRUE,,,,,,,
1469,46.29.248.238,47:03.9,FALSE,TRUE,,,,,,,
1470,185.220.101.1,47:57.7,TRUE,TRUE,,,,,,,
1471,199.127.226.150,48:56.0,FALSE,TRUE,,,,,,,
1472,89.108.158.114,49:49.9,FALSE,TRUE,,,,,,,
1473,185.220.101.27,50:44.0,TRUE,TRUE,,,,,,,
1474,103.75.180.242,51:38.6,,FALSE,,,,,,,
1475,140.250.97.85,52:34.9,,FALSE,,,,,,,
1476,46.227.162.98,53:29.4,,FALSE,,,,,,,
1477,202.57.49.42,54:23.5,TRUE,FALSE,,,,,,,
1478,109.74.138.206,55:17.8,,TRUE,,,,,,,
1479,31.50.157.203,56:13.1,,FALSE,,,,,,,
1480,109.74.61.104,57:07.2,,TRUE,,,,,,,
1481,118.175.93.88,58:01.1,FALSE,TRUE,,,,,,,
1482,61.113.193.98,58:54.7,,FALSE,,,,,,,
1483,108.61.82.23,59:51.9,FALSE,TRUE,,,,,,,
1484,193.165.239.125,00:46.7,,TRUE,,,,,,,
1485,176.65.96.224,01:40.9,,TRUE,,,,,,,
1486,81.163.35.33,02:35.2,FALSE,TRUE,,,,,,,
1487,54.36.149.1,03:31.2,TRUE,TRUE,,,,,,,
1488,191.17.227.171,04:24.8,,FALSE,,,,,,,
1489,113.53.29.92,05:19.1,FALSE,FALSE,,,,,,,
1490,188.92.242.180,06:13.6,,TRUE,,,,,,,
1491,143.202.226.131,07:09.6,,FALSE,,,,,,,
1492,113.105.202.69,08:03.7,FALSE,FALSE,,,,,,,
1493,103.226.143.82,08:57.9,FALSE,FALSE,,,,,,,
1494,123.255.204.66,09:51.5,FALSE,FALSE,,,,,,,
1495,77.104.232.17,10:48.3,,TRUE,,,,,,,
1496,54.36.149.57,11:42.4,FALSE,TRUE,,,,,,,
1497,89.208.30.121,12:36.3,,TRUE,,,,,,,
1498,158.58.135.183,13:30.1,,TRUE,,,,,,,
1499,168.205.87.202,14:28.2,FALSE,TRUE,,,,,,,
1500,66.70.179.31,15:22.1,,FALSE,,,,,,,
1501,177.39.187.70,16:16.3,,FALSE,,,,,,,
1502,188.170.219.190,17:10.1,,TRUE,,,,,,,
1503,82.117.198.150,18:07.8,,TRUE,,,,,,,
1504,104.223.67.187,19:01.4,,FALSE,,,,,,,
1505,176.63.38.24,19:55.5,,TRUE,,,,,,,
1506,185.206.80.35,20:49.2,,FALSE,,,,,,,
1507,124.41.240.173,21:46.7,FALSE,TRUE,,,,,,,
1508,190.85.112.22,22:40.9,,TRUE,,,,,,,
1509,115.79.59.118,23:36.2,FALSE,FALSE,,,,,,,
1510,103.10.59.37,24:30.4,,TRUE,,,,,,,
1511,113.128.132.214,25:24.3,FALSE,TRUE,,,,,,,
1512,139.5.71.31,26:18.2,,FALSE,,,,,,,
1513,177.126.81.63,27:12.3,FALSE,TRUE,,,,,,,
1514,110.87.250.200,28:06.1,,TRUE,,,,,,,
1515,5.9.6.51,29:01.3,TRUE,FALSE,,,,,,,
1516,179.27.50.102,29:55.3,,FALSE,,,,,,,
1517,187.76.190.74,30:54.2,FALSE,TRUE,,,,,,,
1518,104.195.14.178,31:55.0,FALSE,FALSE,,,,,,,
1519,54.36.148.58,32:49.1,FALSE,TRUE,,,,,,,
1520,190.213.95.107,33:43.0,,FALSE,,,,,,,
1521,54.36.149.90,34:37.5,FALSE,TRUE,,,,,,,
1522,79.138.99.254,35:31.3,FALSE,TRUE,,,,,,,
1523,142.44.242.57,36:30.2,,TRUE,,,,,,,
1524,148.64.56.71,37:24.0,FALSE,FALSE,,,,,,,
1525,89.216.49.25,38:18.4,,TRUE,,,,,,,
1526,171.241.147.112,39:12.2,,FALSE,,,,,,,
1527,54.92.193.89,40:07.7,,FALSE,,,,,,,
1528,96.9.90.83,41:01.4,,FALSE,,,,,,,
1529,91.242.162.18,41:55.2,FALSE,FALSE,,,,,,,
1530,103.233.103.237,42:49.6,FALSE,TRUE,,,,,,,
1531,182.253.40.135,43:43.2,FALSE,FALSE,,,,,,,
1532,82.160.175.217,44:39.6,,TRUE,,,,,,,
1533,27.156.139.239,45:33.6,,FALSE,,,,,,,
1534,181.143.32.189,46:27.7,FALSE,TRUE,,,,,,,
1535,111.206.221.48,47:21.5,FALSE,FALSE,,,,,,,
1536,202.27.212.17,48:15.4,,FALSE,,,,,,,
1537,171.242.177.41,49:09.7,,TRUE,,,,,,,
1538,89.109.33.36,50:05.8,FALSE,TRUE,,,,,,,
1539,188.165.196.25,49:49.4,FALSE,TRUE,,,,,,,
1540,103.87.207.226,50:43.4,,TRUE,,,,,,,
1541,45.6.37.27,51:38.6,,TRUE,,,,,,,
1542,103.217.177.141,52:32.1,FALSE,FALSE,,,,,,,
1543,197.245.94.57,53:26.8,,FALSE,,,,,,,
1544,170.82.52.196,54:21.2,FALSE,TRUE,,,,,,,
1545,178.74.199.124,55:15.6,,TRUE,,,,,,,
1546,113.123.45.134,56:09.2,FALSE,TRUE,,,,,,,
1547,218.28.220.122,57:05.4,FALSE,FALSE,,,,,,,
1548,54.36.148.239,58:00.0,TRUE,TRUE,,,,,,,
1549,5.2.230.40,58:54.2,FALSE,TRUE,,,,,,,
1550,112.18.154.21,59:48.4,,FALSE,,,,,,,
1551,114.239.251.200,00:44.3,FALSE,FALSE,,,,,,,
1552,156.233.25.69,01:39.4,,TRUE,,,,,,,
1553,106.110.218.84,02:33.2,,FALSE,,,,,,,
1554,182.253.130.95,03:27.4,FALSE,FALSE,,,,,,,
1555,54.36.148.34,04:23.9,FALSE,FALSE,,,,,,,
1556,122.7.247.147,05:19.1,FALSE,TRUE,,,,,,,
1557,168.253.114.114,06:14.0,TRUE,TRUE,,,,,,,
1558,49.70.48.23,07:09.5,,FALSE,,,,,,,
1559,187.87.0.5,08:03.9,FALSE,TRUE,,,,,,,
1560,209.197.30.136,08:57.9,FALSE,TRUE,,,,,,,
1561,54.36.148.209,09:51.8,TRUE,TRUE,,,,,,,
1562,45.4.158.100,10:46.1,,TRUE,,,,,,,
1563,212.36.202.98,11:40.2,,TRUE,,,,,,,
1564,213.131.47.194,12:34.2,FALSE,TRUE,,,,,,,
1565,114.226.128.205,13:28.5,FALSE,FALSE,,,,,,,
1566,36.67.11.41,14:22.9,,TRUE,,,,,,,
1567,46.188.34.190,15:21.3,,TRUE,,,,,,,
1568,174.127.155.118,16:15.6,FALSE,TRUE,,,,,,,
1569,217.112.168.148,17:09.8,FALSE,TRUE,,,,,,,
1570,186.235.193.52,18:03.5,,FALSE,,,,,,,
1571,5.196.87.9,18:58.9,FALSE,TRUE,,,,,,,
1572,95.134.194.58,19:53.8,,TRUE,,,,,,,
1573,103.85.67.94,20:49.6,FALSE,TRUE,,,,,,,
1574,73.34.52.177,21:44.0,,FALSE,,,,,,,
1575,62.217.133.212,22:37.9,FALSE,TRUE,,,,,,,
1576,151.80.39.115,23:31.4,FALSE,TRUE,,,,,,,
1577,183.198.234.174,24:25.2,,FALSE,,,,,,,
1578,109.106.196.10,25:19.6,FALSE,TRUE,,,,,,,
1579,107.182.108.162,26:14.2,,TRUE,,,,,,,
1580,202.169.246.30,27:08.6,FALSE,TRUE,,,,,,,
1581,177.8.160.98,28:02.8,FALSE,TRUE,,,,,,,
1582,93.185.142.130,28:56.6,FALSE,FALSE,,,,,,,
1583,138.36.1.237,29:51.8,FALSE,TRUE,,,,,,,
1584,144.0.70.241,30:46.1,,FALSE,,,,,,,
1585,106.38.241.172,31:40.2,,FALSE,,,,,,,
1586,81.25.51.104,32:36.1,,FALSE,,,,,,,
